C,Mn,Si,Ni,Cr,Mo,V,P,S,Austenitizing_Temp_C,Tempering_Temp_C,Tempering_Time_Hours,Hardness_HRC
0.9015273239125233,0.5515881399166843,0.058481304612050734,0.008085790643905754,0.006230245168239822,0.0,0.001700581425705966,0.02208226256376533,0.027271519996108006,787.0934911976398,95.81741593870798,0.3657619294781041,67.6582591981239
0.5425714121493252,0.7782363730693755,1.6130291074082197,0.005563653889746749,0.7698461054276382,0.022064971054486997,0.014622629533161374,0.017211781555453973,0.031227363342175615,929.5511825063415,416.2702563979982,0.8760617081436073,51.4482494048056
0.5353941452920061,0.7647311077777629,1.6066494768005848,0.0,0.7682038524658957,0.010412580399604472,0.00999936475836576,0.03001375661209125,0.02742988968382996,927.1301508000574,643.0750397136076,0.8866217698290153,34.43075369704239
0.47757433817968853,0.7573694026386534,0.14433672580582296,0.003504498112503023,0.0,0.00994701881827654,0.0,0.039622330961280476,0.0654430653231576,867.3158067471317,478.67538257698084,0.9072281454326465,35.03059704083035
0.41231913182562446,0.8784370413265863,0.2404298096247151,0.006227468824780155,1.0394711801639518,0.2411125778422492,0.0,0.005923631439389718,0.024576752775003614,901.194304377615,501.18376724291676,2.551746289865105,38.765047277981495
0.4446580407278109,0.7130169871422012,0.16194704187343706,0.022013885715521934,0.023169875511758933,0.0198609001394536,0.0,0.025649117312709677,0.029447600529655123,886.3639395853062,377.97128881469223,0.9112035966505536,45.60742077071294
0.3193554313124177,1.8369484836296504,0.18667149734998206,0.004388845098617492,0.025741701803868984,0.005765708625350791,0.015338890098101953,0.02753745026272262,0.025175418592467937,896.348728471263,537.6838017905329,0.1,34.513860914509365
0.3938364914491877,0.7407300460655,0.25733813767689634,1.7288317986866961,0.7817521600995976,0.27157308926143436,0.0,0.012231626339604914,0.025105678079554945,873.4081181493493,300.53057103010485,0.1,54.60391924938667
0.4837898069052202,0.9295171843475152,0.15338914870846243,0.03168688274534346,0.026024355470435502,0.2556264109172995,0.0018138676168379109,0.01245946068623085,0.02754561840477625,877.267608039578,708.1651874289735,0.1468028250786333,25.532218810716564
0.5168716727854097,0.8132627037105611,0.2757261596434294,0.0014540151456856794,0.9763503981739552,0.0,0.0,0.025787456322901966,0.01806822184377891,865.1552002947911,102.1126809146984,2.504962486046282,63.83536039700547
0.24619507564449222,0.7991151052686492,0.10338274160137888,4.391097403525749e-05,0.000381529446046709,0.0,0.0002303511045334986,0.015487334985282913,0.031056502217807834,907.0511602329248,478.84182084028475,4.086818094645896,27.15429512490534
0.4156494826761809,0.6768945685319712,0.16124634201994417,0.07627317429117618,0.9414620622684415,0.006901435665340024,0.0,0.02563765758337227,0.007289978359907624,877.7605305460155,368.2004858993668,1.0738736112828797,48.06509063615767
1.1644032177280148,0.5876628956750893,0.084135572818497,0.008307767446110283,0.0019543015203989864,0.0,0.0,0.012923517219602656,0.006072415406245955,734.1822143264304,252.8290817976459,0.13773985618856516,62.64466829121429
0.3442459531417828,0.6395248846048462,0.19427092460762235,1.8211479514881026,0.06177724057953972,0.22277666311388214,0.0007928129448621352,0.009816839492936312,0.029728851653188844,873.4983897690856,318.0655823842296,1.0033867990674703,46.7932625621736
1.1475288220633235,0.5791470705695534,0.0840989159386726,0.0,0.017996376730107476,0.0,0.00230182676103732,0.009982036956113494,0.025460669644288468,727.8810639673732,401.01658105412287,2.419597307455536,45.39867352674037
0.37142301846131803,0.7740804374319618,0.15646740578697688,0.04212233779581162,0.9732615255276492,0.19273888884767065,0.0,0.005147721316951775,0.0,897.7725306491059,256.8684641772254,1.0334876013465806,51.05913091669275
0.3860602183001424,0.7177665484182917,0.20388315419492714,1.3311517885638862,0.4832040423309465,0.0,0.003177359855989701,0.018945435036136375,0.00589520163987042,870.7820721264858,657.0167239551083,0.8740781241745216,25.080267367297076
0.48169767182404316,0.9287717024580481,0.166057362818942,0.03946619451577759,0.014908950902032264,0.2426441748547723,0.0,0.0013017669247009905,0.0445254792305158,874.0264201745217,644.885892319649,1.0532547662126666,26.41510587871351
0.3607800736153844,0.762532405484552,0.1415140873368106,0.05365451945124713,0.9968121093959282,0.2346196318267371,0.0,0.007965046555598139,0.032488796974799734,903.5089475447762,426.15353991509687,0.2937084691205467,45.74975763390651
0.5716761394802086,0.5432614816065789,0.1888536254261128,0.005513796950529845,0.025079255532797957,0.007511116824917464,0.0,0.04386985457156033,0.028792344565793278,856.2695439630534,507.03226557812314,0.13074158932080732,47.711181135023814
0.36001907412276907,0.6287867046038164,0.17221975034158943,1.8438077609856947,0.05429619352400095,0.2257864414787738,0.0,0.0,0.011331381465052677,869.3083987974509,205.00672044764977,1.1015090475600564,52.70537411235613
0.6033199729350863,0.8873717301310984,0.21994153694950153,0.0,0.7838631463312353,0.0,0.0,0.021749194100471797,0.011873150177874187,840.8070472361901,149.69253127456506,2.5586798752385325,59.77969633515874
0.38209176650773397,0.7011301292621739,0.2043284900986838,1.3197538918602847,0.47968617834940613,0.0,0.022648327485152633,0.021722383690859458,0.051199470158634616,876.0699336429541,428.1610551481457,1.8321817936820024,38.02064179005147
0.4247527687122146,0.6635342843430194,0.15953818679057422,0.07330782566097055,0.9315710036489012,0.0,0.0,0.029002827905805852,0.036122726287972126,879.4183016062319,590.0844501499931,0.1,37.294435465396646
0.5796074395339812,0.5247177514664355,0.16814011213408292,0.0,0.016578493708168225,0.0,0.0,0.0013303040713319725,0.015842757717020164,852.1615522288107,249.53321601073765,0.3186834862969949,54.88372795477887
0.4840875134887029,0.9416665318110387,0.1580540306359943,0.05112561592597041,0.020826148217251227,0.24023310967957817,0.027873465637538012,0.022298617810873406,0.02839954150974146,878.2367321299198,319.2921508753882,4.152286974780992,48.675575095481385
0.39517974427984875,0.5562189690166095,0.22890646346828952,0.1787957779728891,1.56228262066492,0.3598964902265683,0.006109795511954068,0.0,0.0,896.6609441506398,431.38844989435313,4.073719505253179,45.81097245762788
0.42553098709191645,0.7932012916497694,0.23761829593384493,0.03197994981297198,0.027257176300621685,0.008121575055715995,0.0,0.015062884645733882,0.04130478692800981,883.0199646628745,267.9784196211772,0.8719989602285594,52.03759404792165
0.5725870945819828,0.5475300992106414,0.1766884806222624,0.0,0.016185653239648764,0.0,0.008157382069299895,0.012186228648610853,0.0,859.2271878328884,146.29914251049112,0.17525692770990708,62.53740308538778
0.3819719698665086,0.7651624977341939,0.2632992280678427,1.7292725873246295,0.7777194548762776,0.25949096834131313,0.006303999311759363,0.03563241496928245,0.022566149511595943,873.3417249089886,406.5889503534715,0.1,54.37099765545833
0.2945041893585484,0.5840590755164027,0.09065809313416545,0.024879043668531726,0.02064679330937399,0.0,0.0,0.01455590347321344,0.025831873303578185,902.8477775827561,651.9134928306797,4.056924811474446,8.83323906924886
0.4300051086775843,0.6730458034566618,0.17878302393604953,0.06919383694739187,0.9231375791679836,0.004441783243865526,0.0,0.02168305933193948,0.03496134748432785,872.9974080339612,543.2082468281551,0.14875320638423045,39.83541353583769
0.47524264187785326,0.9233036200698178,0.15490065244585,0.042588407081269146,0.036460724843120504,0.25763969306211804,0.0009667619243096304,0.012210844697625838,0.02410389429907297,870.4751392257017,642.2352955112261,3.941095736945473,23.910096302365083
0.3594701396415961,0.7936805800168992,0.2386737135722896,0.048825799225992145,0.0750694188250907,0.2549288491237906,0.0,0.02773370914973656,0.04259733262672208,898.8034906150438,589.539989541178,0.1,33.7191591123076
0.4108528049467059,0.7897683574693618,0.2718430656860945,1.7754203290781265,0.7806255202700639,0.34093914768168815,0.022738448558741107,0.005879831853078506,0.021215957996883493,865.8494171287865,538.9534220459702,0.1,44.81875084670087
0.4947381233366588,0.7561030993116028,0.13776448070203323,0.0023258007129377963,0.0,0.0,0.011191529545170352,0.057099419709593695,0.047770753466981196,860.8619273176288,541.3291390665295,0.9241393326688894,31.832805071848284
0.37872063706933273,0.7697567940996127,0.15953221368917275,0.03240115169728186,0.9813851644873473,0.21039783844574036,0.011187841408229773,0.018051799505745012,0.026134803020895356,899.8041888965462,424.5538408441697,3.9507687706504178,44.00088760369277
0.36277314633398655,0.7644283925559883,0.15576549861452663,0.04714105932345816,0.9792354725934952,0.2004721743507285,0.0,0.010247967153112018,0.022683493591561753,902.319176699748,202.54038009361753,1.9732899067987077,53.31885538312789
0.6033960953310535,0.8958120276491969,0.24334779520291228,0.0,0.8025185113189903,0.0,0.0,0.0,0.022065918312409998,842.1767909591778,694.6904351501171,0.8229730870947708,19.586414179207676
0.4530516385875414,0.7298553923518079,0.21569354282362366,0.051125272222112675,0.9198069852469818,0.0,0.1598964268867141,0.0,0.0312178107960669,887.3391052345555,201.89529272420938,2.07313408150922,54.744800957110236
0.44789792298006853,0.7306676553973132,0.15455419283214478,0.0,0.022043494300364834,0.03478443183193378,0.0,0.03451808239587092,0.028900034954925026,876.4633284407618,591.3873372251791,4.126630981296692,23.228554900120937
0.36237268352924284,0.6910823856109992,0.19882120378607415,3.422475465403145,0.05430829770514596,0.009113154416040034,0.0,0.0,0.02728372871062318,855.0481620759034,647.0178306716238,0.31096859846663694,24.74322416002349
0.443863082688295,0.7584154947639536,0.23172779109020505,0.06697550448877931,0.9131915671097507,0.01622517991936761,0.15742984775958804,0.02379524360301849,0.030422081238128524,892.6368858359956,588.7991177246637,0.1,38.72248652663669
0.40945759853412445,0.5930519789846136,0.25996597686666006,0.005043025476655971,0.07515196996416516,0.013527614710653366,0.0012451715480487735,0.014337956687223569,0.016974827966810203,887.4767501486361,658.5068572363313,1.0460016115301327,22.103958395587682
0.5618279654331259,0.7896080586613837,1.5986655814042745,0.0,0.7740557528196632,0.0017212179067986767,0.027062005405987626,0.007232799764933928,0.03707439131346261,926.6763650371055,320.7035429929071,4.116664272070803,58.40356634067322
0.9790149172248227,0.293677350064769,0.29075642364915694,0.0,0.031031944360863473,0.006718661120472083,0.0,0.005866410296033516,0.037177806304963396,780.2161976773538,503.32669897362035,0.209460282185069,41.29130752260774
0.6388105469032362,0.8937715986857871,0.22368583340478093,0.009473210397030994,0.7708223640022471,0.023426998362564483,0.008456538262219707,0.007991775064942553,0.014017382324512594,845.4952089278383,155.73108942593902,0.1,58.76387978991723
0.3468938181944864,0.7572946705172927,0.2309640446098035,0.01472915956338611,0.012389973361070564,0.015246696097271679,0.014636187605239997,0.02122869598889726,0.02699990478927699,906.7131579188793,373.9930381428244,4.061381616471908,39.66069131216432
1.0144795047844248,0.39110405101462287,0.24142412135064675,0.0,1.4218572440625283,0.0,0.0,0.013108992103368381,0.020930048951382303,771.0420385928143,161.1746462996012,0.1,61.736996324231
0.38389878755714885,0.7265346350888503,0.19874615261261488,1.3299058624531408,0.4890487832531062,0.002715926427472552,0.020124145760844408,0.01610782609853675,0.032358066390919676,870.2953595964942,478.174554072203,0.9181486107528031,34.796779528292774
0.4016811134423711,0.7611328652777178,0.26014143946025103,1.730117318891774,0.7974898375028945,0.2711541684094342,0.0023550978377635395,0.018172339339515377,0.019105532932178333,875.1005044716248,588.5847264292415,0.1,38.15590192563869
0.3866115902052483,0.717057326123769,0.2060907490259586,1.3131788366406265,0.4975697474665254,0.0,0.0,0.02525000600756832,0.021280384675507115,868.7784294471637,588.873349297857,0.9477176718886255,28.2774643552807
0.36917134264153206,0.7754771444019316,0.151884801584925,0.0421958575734134,0.9834459102828055,0.20883254354723185,0.012217979140190325,0.02499362732330033,0.02327602461514616,894.9184333215045,195.0330370974978,3.9149866589215363,52.281060877006794
0.6452485213276052,0.8760001726064335,0.19288854148934637,0.0,0.0075712813940817395,0.0,0.0,0.03875184160406102,0.04282915343875891,840.365480582093,253.8433896919085,0.9766379685338704,56.10595575984091
0.37173510858359354,0.6500965013578978,0.20585196345390316,1.8312280705275112,0.06500094063135367,0.23354720230777276,0.01457898029487947,0.015470160572026376,0.01185999209435263,873.6560964405016,479.14899170218246,1.0941891166365298,37.334709814025615
0.3876439601327703,0.7002899828080008,0.2168984596381918,1.3270724947732901,0.4847370025101372,0.0,0.009733623809150882,0.02463181067396962,0.01647539179683647,871.1794779536025,648.1862168094952,0.1653607427004326,29.51765674679466
0.24125476207308935,0.7894408649794514,0.1057923370058728,0.005178374429850578,0.0,0.0,0.0,0.0034024327634779583,0.03875943468528952,921.5269044687071,320.94194350945014,0.1,43.12168695729394
0.4909573060193697,0.8974974659807966,0.1361286274024834,0.008321773907184117,0.0,0.0,0.0,0.03434415997061689,0.02557073493906046,868.1431709620756,490.5515968971323,0.9702728346504533,38.475592348034546
0.30454511845560484,0.5701379807773342,0.09750248303385903,0.01846697799228748,0.034933940953192466,0.0,0.006844988268965013,0.0,0.04061680513380929,902.207826489451,205.87716881730006,1.0132222258621923,48.449886875928065
0.3532623813438062,0.7321714199741791,0.26044965878741405,0.0023911266892493004,0.007455325137169592,0.009774477935072733,0.0,0.021391771768924445,0.04129855781988326,899.6930805448247,198.30295181043348,0.1,51.035187404049196
0.5702984091254647,0.5374508278063341,0.1784286675377812,0.00010754658623274025,0.0,0.009534615134322931,0.017401046301649573,0.022942894221237867,0.018087799897423006,847.4781938705626,147.4642965655523,0.1,63.585908649340304
0.3943573232221802,0.7412585266131447,0.2591708494700329,1.7282820246429063,0.8112066468183112,0.27450519215687047,0.009146922222346154,0.01970864887663814,0.02051356919754984,878.2851881630768,498.53209987160176,0.2263476566731096,39.53938646481405
0.36557787240403095,0.6315536745313568,0.20312299296282207,1.8197307565425747,0.0590714572984007,0.22763319619711272,0.0,0.02064137383643508,0.028469202087282444,873.7356715284884,202.26369000865253,3.9766275867966536,52.56454096663863
1.0219166963679678,0.410738941701835,0.2100147932373346,0.0,1.428947545765248,0.0,0.0,0.011805553319735932,0.009835407858600242,760.7872001669718,143.27116707368893,0.1,63.4054216971974
0.36238770715337354,0.6262726521256778,0.18795362018327247,1.8410176274791599,0.06732939237128764,0.22739112065923536,0.0051973614597774186,0.02060311285174332,0.01728273522667418,882.5989009964601,544.2204351647837,0.1,39.10476683401578
0.37418182584659687,0.7643062220572855,0.18694333173684055,0.015982776677491126,0.0104539821024758,0.0062572088870196645,0.0,0.04936900571766659,0.04106583593790818,896.3528767523729,585.5864513410909,1.049818204180382,22.76308721980881
0.41794183657684764,0.5804395680800911,0.25047212824955756,0.15794395442444295,1.5759113334634598,0.3537615531761086,0.01091675908946828,0.021828751644356215,0.008453459891928713,897.2830951862811,368.44574047016397,4.018725665779167,50.82325188794242
1.1443651851940855,0.6003406901895683,0.06790648514744019,0.006770530045844702,0.015973834232296123,0.0,0.006145064095891046,0.0,0.014319014233928144,733.2250698226628,150.67872750930712,0.15267754135764927,65.28411191624191
0.41966844666950004,0.7841135701205744,0.22661732428561407,1.7740108263938803,0.7765999362349786,0.3327103297183606,0.007182309204613541,0.02228519300805683,0.021923911725261695,874.8214586963064,594.1593362128473,0.1,41.381059328034056
0.30526827077864666,0.5193835595836872,0.07507309778665998,0.012701116739861268,0.005363803425941029,0.005188005139653292,0.0,0.013306554418843677,0.04602465528298892,900.2996297042206,97.96886290627748,0.14409776118515483,46.92351969922764
0.2614587156515168,0.8541476280345645,0.29872939010525523,0.022993541698220522,0.033721530057316096,0.26200875261635054,0.0,0.02106989168944163,0.03310602057477438,931.8480438381882,261.53225508155305,0.3179947346975479,45.50538523231029
0.42573093927243993,0.6721831287840696,0.16204456688051097,0.06665168762824243,0.9218007919982549,0.0012393920919742925,0.012175722908172386,0.024787638048923238,0.020376672522338077,875.8201984126094,532.479406619094,1.0376009231893635,36.453543053309815
0.3699114496747667,0.7179209701050075,0.22419013822157574,1.3167798085013696,0.484669510995037,0.0,0.017604027381502702,0.03655086125214172,0.04156918010492968,877.9546099415319,537.2980863316307,0.1,37.51035556219436
0.62252749224244,0.8791049296883846,0.2202916743964419,0.007589588945925353,0.7888342115472027,0.00020344066281184254,0.01033167738674595,0.021374411067981276,0.015173430792922812,836.2628816978374,193.50828008911245,2.4314837337150017,54.48818017430206
0.9755099742124614,0.323487224022465,0.3224098405264418,0.0,0.020522671701141616,0.0,0.008911691331625704,0.021516215934429993,0.014965098103540754,778.0938650133611,401.60114638824433,0.2795124535049102,47.57135598307396
0.36321458775876003,1.8479302321844358,0.18056969654406957,0.008225948156326487,0.026475723679982324,0.015497794686313468,0.0006244422100913063,0.024534033831685946,0.050415825273627195,901.0470321913002,431.5780890645467,0.26366677762893803,41.78035233539502
0.3688537459702037,0.7023164671072939,0.20632860863888322,1.313586856247628,0.48482108197525575,0.0016112001191742303,0.0,0.019011697545990896,0.033745847271045036,871.8651084781468,592.1458213644038,0.1,35.34225910966108
0.5399748373043595,0.7866457035677789,1.6241283044569648,0.021980478502527778,0.7734541428981525,0.031039728065301947,0.007416156608084409,0.017916389370754616,0.01397384980332735,924.6923786106842,425.7657761049232,0.20356440310283183,53.0615268338352
0.3664042978196319,0.7760649824026933,0.14287246210292115,0.029150216447732795,0.9875912554122984,0.22288628477349998,0.0,0.012739659957346727,0.020188907052595368,895.1167828673493,424.2415636738936,0.18855955472812602,45.99629348716751
0.3007435628498616,0.5654107029556011,0.09417166029822838,0.0,0.02214207605777842,0.0,0.01001929884145019,0.0162827347953674,0.026485458339967637,905.3454867652396,423.33318710114384,1.1842976351123535,34.03682577571115
0.3877561898701309,0.7712767045775262,0.2588934731704745,1.7569459538703396,0.7963031084245804,0.25635899953173985,0.002720597770728119,0.01445999719461923,0.017417601899144784,868.9591482586366,300.11012876505924,0.250543107050809,49.589562659866694
0.3847211449388429,0.7310337894525707,0.2583107772843832,1.7449133910511365,0.7919083988252342,0.24897781287361906,0.0,0.013108013269179942,0.020669134572438467,869.1489502231543,311.19195277890515,1.0432573069067064,46.91787084967297
1.150884123777018,0.5924945709958787,0.08874717082089185,0.0,0.021870026683748597,0.0,0.000559918598202323,0.0,0.003908582805429463,732.7570693079077,292.92903171298167,2.4149460333863186,52.19750352729254
0.4200807202782415,0.5670890329592196,0.24705400029973995,0.16967789631965538,1.5886414689893924,0.344361594401807,0.0,0.02706009149074625,0.0,889.250594700757,199.50065785308672,4.023864605029037,53.25216005081805
0.6507127960568427,0.8604958222172071,0.1865710961838803,0.0,0.0,0.0,0.0,0.06014193148658062,0.0401246726072376,843.811473454225,199.67968908808777,1.054746681810108,59.55986881448806
0.3116235456081648,0.5440039827793742,0.08880053138173577,0.0,0.02633204717761554,0.0,0.0,0.0206807324813229,0.020675472680229796,908.0529265211743,188.87216987018823,0.25082441465200966,48.570588617511625
0.339426773971879,0.8073669673029129,0.24067168996234375,0.05835725416112409,0.047103992253926454,0.2588152951877578,0.0,0.031010338980148204,0.017228430679858346,904.2560801056133,426.0929119930074,3.9375446588885965,39.38000587057873
0.4286594044618487,0.7370156131680196,0.22366084153443394,0.05828564738521919,0.9218579862580663,0.0,0.1481069761967231,0.028292933217310287,0.027696601563152446,908.8689507025231,536.7034014424853,0.1,42.98959127173716
0.7357824552839061,0.6568123631113375,0.1700078823540718,0.0033934701138652254,0.012613552334962684,0.022258739946411348,0.012714932370714862,0.017949173890782384,0.025564969767726344,819.9695528012369,396.8349655528782,0.11998211233093262,51.01335629828734
0.4168164096364048,0.5727541883537021,0.22269013886886388,0.16027004506230047,1.5760843612546838,0.35678240432297215,0.005737939631215088,0.015735291188281066,0.022202497263409292,894.8084333858255,429.94969866077747,4.044754042956062,45.54113012613347
1.012354330167973,0.3953803648408164,0.23931132227087706,0.0,1.4194906456468397,0.013471211823426275,0.019991802316030115,0.013185793250643977,0.021046449956311348,771.8852894265434,597.7201346820519,0.25851938293533444,45.39316650330979
0.5413934440748878,0.7929960852460881,1.6266249888229771,0.0,0.7699511925574722,0.00035823731018764203,0.0,0.0022635654589249037,0.02680746445029702,929.6951036245833,259.1423148361522,0.1,59.935350611311165
0.3731742919714735,0.7708768539306258,0.16407412917964925,0.030191529533796044,0.9834339642839957,0.21778150998465953,0.0,0.037619468419212425,0.0242639280080082,904.7748897033543,538.6098580523815,0.1,40.211522696388755
0.3298010305437294,0.5301756445169706,0.10002775049832023,0.011367630879047297,0.011538581714025872,0.0,0.0,0.0049948381043621185,0.0531460321984963,907.5656844114459,498.1856254875641,2.466295522192724,18.035327626279205
1.0182405137602535,0.4020792634499667,0.24078551746319693,0.008491226024007283,1.401005447483719,0.0,0.0,0.018424633810810182,0.010652403775207878,766.0871647168597,208.49108350558114,0.1,62.65997892207863
0.35168208406230494,1.8586983499917435,0.18056332185020826,0.004841151022639013,0.029982463451182585,0.01094493352525443,0.004230926404080736,0.008767797392691545,0.022568824898478734,899.4837237942438,202.40572148807885,2.1005127424348564,52.08200043330631
0.31948021848354785,0.5834550975174647,0.07091887608350692,0.025345836288987383,0.01251171374299111,0.0,0.0,0.0002600326538196845,0.034686277798446144,900.2034011580323,485.4516318487438,4.07549988556818,25.852529002663772
0.4150990389861527,0.896809298322657,0.2224834410988961,0.0,1.0116571631957083,0.2180177832010168,0.0004768941948402347,0.006154768677602777,0.0019851087196193183,893.419442205657,399.62998020260005,2.5192199068330705,42.459346924258114
0.36516479480382197,0.6349094668762028,0.18794056338289736,1.835386480174135,0.0506843237022468,0.21996718801099494,0.013478445191782427,0.014407485113124043,0.020204996047446053,867.7952959882114,593.1653637856517,0.1,35.57357142559438
0.97904807548082,0.29133452914358926,0.30360455677430803,0.014635780195156536,0.010287462908935195,0.0,0.013631704974061992,0.013376812022815918,0.022019854937816843,765.7943033364025,606.3534120289804,2.590138752772715,23.743752702464995
0.9792426481722174,0.29827417732471556,0.3128085360310292,0.006458742108352511,0.026003285407416737,0.0,0.01189869837378525,0.011663137334600211,0.016960963616834402,771.3405068287692,498.4435828416392,0.1,44.53574962837329
0.5524485146227348,0.5397386213072204,0.1832208037938098,0.002890821861814961,0.02000798268652441,0.0,0.005511689173873862,0.01801829442645334,0.025491395386766334,860.7963275861849,399.73067626910733,0.1,50.91339596675108
0.3548637325430138,0.794267911619214,0.26257396758082086,0.056414523658859704,0.06768010409380779,0.2525622497894535,0.009400928608297733,0.021841181088660174,0.03293122735053637,906.7972586805541,705.641720517225,0.18562968328456467,22.00885035295129
0.4346355442999864,0.7325984577699645,0.231198200236312,0.05958062169185446,0.9140927117515577,0.0007923109543294003,0.15961313850576253,0.026487979581222044,0.02695765484076672,892.5444458187002,423.7466520379156,0.1,47.98751355533425
0.627171645276938,0.8817450056921041,0.22100735450103992,0.0,0.8057751615165751,0.0008976222511866361,0.004206849548180041,0.010525691768847958,0.018671621191649126,849.0057825748862,702.4674434522815,1.0028516002099748,18.852565925096435
0.4151189552944665,0.6701669236189227,0.1633820263887124,0.06676612672956896,0.9358375758822606,0.0,0.0,0.03056090980059985,0.028417312920491815,879.0587994318455,545.3424973588228,0.12284774803775363,41.62215774013765
0.37830134399378607,0.6682259950932741,0.21378952485119085,3.4137603106170022,0.03878914041238996,0.0019672423498846327,0.0,0.01007311672406179,0.00023018654474969355,829.5432751616979,589.0266118258127,0.8480504166885593,24.496529872311505
0.36133334788147936,0.7830556416854165,0.2436458850446669,0.059735786157181676,0.05511715656989631,0.2468116577969774,0.002570759955194645,0.03304255033840765,0.03342356641429658,898.5816303532227,645.6940433134884,1.0996973183599872,26.02291271506389
0.4078604188172374,0.7848033669483542,0.22767748004925095,1.7897358521534281,0.8202154364469513,0.32214009187563886,0.017008410589369808,0.009049969932111613,0.03659066967729079,869.29744587877,643.6892880279564,1.0393014333458412,33.608003349636704
0.36703127420642595,0.7734124797814798,0.15852192748496016,0.03345603267249276,0.9875995241837937,0.19764876028882183,0.002787767026603401,0.030265490525850505,0.025930338348240524,894.613366313922,602.3406492460081,1.0605880745096314,36.26523327973728
0.36175023581960836,0.7967532449676017,0.2650568531770248,0.0509225241324212,0.05473115664819575,0.25663946732246895,0.004831373953529268,0.025619278989176555,0.013049042638791798,905.614499369347,707.4178121095113,0.9832640474035544,17.55246115170209
0.2535044430014712,0.8799423127576865,0.28117016018492386,0.020007747711937356,0.06892656157526324,0.23873904224100786,0.007773467717185142,0.030171537418537193,0.02505411292562837,930.4691311835844,420.26255514220816,3.984832440807095,35.49431030154564
1.0252876252718335,0.3900119064267795,0.22958761484362816,0.0,1.4073878359824727,0.0,0.0032253816948881356,0.010393382228534438,0.009239729977196858,763.9239138726001,592.521390518957,0.11984562626804918,48.458223371349284
0.5100857600200244,0.813808741073219,0.2662720915862072,0.007342435832860823,0.974473228149676,0.0014713187375778173,0.0,0.01869251213940126,0.00941005968951809,867.6281930638376,503.15061278847054,0.9657996997732384,37.71165956442577
0.4233087932142351,0.6805416336043548,0.1675192130940364,0.061414663042578185,0.906700552918714,0.0,0.0078089223796415,0.02341658632635502,0.03700592397075459,886.2281514348182,549.4597748630669,0.11523606729258157,39.80770045708281
0.4303905630269221,0.7325931966132723,0.2375096056074888,0.06040761161734919,0.9260370489427541,0.0037819622188428573,0.1526742047216298,0.010367201538343224,0.010908427651467397,903.8030263155296,592.9931333908631,0.23301524898478942,39.105753024417396
0.3574617098456427,0.795074575702035,0.2249596663478924,0.06015479360574382,0.04834441468597721,0.25096368035136224,0.01176681010905605,0.04172706717261168,0.026063969330581718,908.3774505454196,585.8999741090951,0.19274354913782796,33.37515226422276
0.3497848286413612,0.7343050401994555,0.2268754785719474,0.02930129915945103,0.019194223648199064,0.003207768882736147,0.012601241688221234,0.01187615532897606,0.028406152776026483,905.2784097139894,362.8982561687707,0.1,43.47528760776191
0.3608667675587771,0.7725275396906145,0.12918335471176334,0.040133819097868374,0.96453564466603,0.19307202139480845,0.0,0.009755901212848847,0.04111957521769044,890.8041246414432,258.2101613018781,0.9960057895440201,50.23415281768935
0.8346451355026685,0.7559342887365555,0.31570379574583307,0.0,0.002004159122048167,0.007531486642778843,0.0,0.06852238805789258,0.05896255719114107,794.7976059227016,530.7971281866191,0.9416444741177105,39.10683789288918
0.5010036327998532,0.7557360616848541,0.13161283417184017,0.021248772454801834,0.0,0.0,0.02134318789503835,0.053662850634190934,0.04359771630238608,861.1270707970564,592.0309569381062,0.9936750784332355,24.5439423580667
0.41994580561373634,0.6728789547588236,0.1586578879857079,0.07971690726238145,0.9152616300814906,0.0,0.0,0.024095589255616133,0.045892546685704534,882.3382331181106,651.4788189030354,2.0103230431470873,30.06316781271932
0.37715266042151707,0.7413722212852676,0.2363334594730241,0.02483190920948311,0.01522661774797987,0.0,0.0,0.0004748424040052629,0.01793604937043739,898.5698880744338,316.92620418191143,0.3647683044345663,47.65346174570885
0.7322822535298648,0.6434824883249155,0.18988448021845875,0.0,0.011331972558275566,0.0033253440142417914,0.0,0.02614024546308235,0.014282663903131015,814.652278184305,302.2044654809402,0.1,57.98489200279555
0.6146841411651405,0.8803435746644227,0.2266022243839845,0.0,0.7944518054289814,0.0,0.013752753419219584,0.03145968512715673,0.0,848.6797910826116,151.25772397607093,0.1,58.94344822028928
0.4545748751174537,0.8056177548452169,0.24606820924700679,0.005776121621255377,0.03583301654361811,0.0,0.0,0.02610391000203486,0.0458196546353633,883.548729049489,652.5379341089387,4.046592627945402,14.60788816852415
0.3180410652862336,0.5129603672978702,0.09187943808122664,0.0,0.027178748035624516,0.01178071131383931,0.004876559759923716,0.012207577732339438,0.028141668845655648,898.2177179875129,98.73497749343919,0.19081916621165157,47.971037745529756
1.0360642709793226,0.3982314483992505,0.23681231275934367,0.0017569649962574237,1.4130494921658243,0.0,0.0030418803354987367,0.019044376053884676,0.01189324450147328,757.9234046976836,200.50406344480592,2.651828288888707,57.91366279902071
0.41468555769059,0.5802456174930244,0.24928437390947558,0.16974789909551555,1.5629275221973673,0.3575021238128582,0.0,0.012703467719831198,0.017392329661086357,899.3999811332444,655.4080930403491,4.0385811798677596,31.580880596630912
0.7298745392348572,0.6675467334107515,0.18651697034780693,0.017525568276266,0.0,0.007247134501482411,0.0,0.021101557040296082,0.015201348116407134,816.1819426608238,303.96442808172924,0.22621127181808523,56.19210342611579
